S/N,Year,Month,Day,HS of Year,EB of Year,HS of Month,EB of Month,HS of Day,EB of Day,Season
8663,1946,8,19,3,11,3,9,2,2,7
8664,1946,8,20,3,11,3,9,3,3,7
8665,1946,8,21,3,11,3,9,4,4,7
8666,1946,8,22,3,11,3,9,5,5,7
8667,1946,8,23,3,11,3,9,6,6,7
8668,1946,8,24,3,11,3,9,7,7,7
8669,1946,8,25,3,11,3,9,8,8,7
8670,1946,8,26,3,11,3,9,9,9,7
8671,1946,8,27,3,11,3,9,10,10,7
8672,1946,8,28,3,11,3,9,1,11,7
8673,1946,8,29,3,11,3,9,2,12,7
8674,1946,8,30,3,11,3,9,3,1,7
8675,1946,8,31,3,11,3,9,4,2,7
8676,1946,9,1,3,11,3,9,5,3,7
8677,1946,9,2,3,11,3,9,6,4,7
8678,1946,9,3,3,11,3,9,7,5,7
8679,1946,9,4,3,11,3,9,8,6,7
8680,1946,9,5,3,11,3,9,9,7,7
8681,1946,9,6,3,11,3,9,10,8,7
8682,1946,9,7,3,11,3,9,1,9,7
8683,1946,9,8,3,11,4,10,2,10,8
8684,1946,9,9,3,11,4,10,3,11,8
8685,1946,9,10,3,11,4,10,4,12,8
8686,1946,9,11,3,11,4,10,5,1,8
8687,1946,9,12,3,11,4,10,6,2,8
8688,1946,9,13,3,11,4,10,7,3,8
8689,1946,9,14,3,11,4,10,8,4,8
8690,1946,9,15,3,11,4,10,9,5,8
8691,1946,9,16,3,11,4,10,10,6,8
8692,1946,9,17,3,11,4,10,1,7,8
8693,1946,9,18,3,11,4,10,2,8,8
8694,1946,9,19,3,11,4,10,3,9,8
8695,1946,9,20,3,11,4,10,4,10,8
8696,1946,9,21,3,11,4,10,5,11,8
8697,1946,9,22,3,11,4,10,6,12,8
8698,1946,9,23,3,11,4,10,7,1,8
8699,1946,9,24,3,11,4,10,8,2,8
8700,1946,9,25,3,11,4,10,9,3,8
8701,1946,9,26,3,11,4,10,10,4,8
8702,1946,9,27,3,11,4,10,1,5,8
8703,1946,9,28,3,11,4,10,2,6,8
8704,1946,9,29,3,11,4,10,3,7,8
8705,1946,9,30,3,11,4,10,4,8,8
8706,1946,10,1,3,11,4,10,5,9,8
8707,1946,10,2,3,11,4,10,6,10,8
8708,1946,10,3,3,11,4,10,7,11,8
8709,1946,10,4,3,11,4,10,8,12,8
8710,1946,10,5,3,11,4,10,9,1,8
8711,1946,10,6,3,11,4,10,10,2,8
8712,1946,10,7,3,11,4,10,1,3,8
8713,1946,10,8,3,11,4,10,2,4,8
8714,1946,10,9,3,11,5,11,3,5,9
8715,1946,10,10,3,11,5,11,4,6,9
8716,1946,10,11,3,11,5,11,5,7,9
8717,1946,10,12,3,11,5,11,6,8,9
8718,1946,10,13,3,11,5,11,7,9,9
8719,1946,10,14,3,11,5,11,8,10,9
8720,1946,10,15,3,11,5,11,9,11,9
8721,1946,10,16,3,11,5,11,10,12,9
8722,1946,10,17,3,11,5,11,1,1,9
8723,1946,10,18,3,11,5,11,2,2,9
8724,1946,10,19,3,11,5,11,3,3,9
8725,1946,10,20,3,11,5,11,4,4,9
8726,1946,10,21,3,11,5,11,5,5,9
8727,1946,10,22,3,11,5,11,6,6,9
8728,1946,10,23,3,11,5,11,7,7,9
8729,1946,10,24,3,11,5,11,8,8,9
8730,1946,10,25,3,11,5,11,9,9,9
8731,1946,10,26,3,11,5,11,10,10,9
8732,1946,10,27,3,11,5,11,1,11,9
8733,1946,10,28,3,11,5,11,2,12,9
8734,1946,10,29,3,11,5,11,3,1,9
8735,1946,10,30,3,11,5,11,4,2,9
8736,1946,10,31,3,11,5,11,5,3,9
8737,1946,11,1,3,11,5,11,6,4,9
8738,1946,11,2,3,11,5,11,7,5,9
8739,1946,11,3,3,11,5,11,8,6,9
8740,1946,11,4,3,11,5,11,9,7,9
8741,1946,11,5,3,11,5,11,10,8,9
8742,1946,11,6,3,11,5,11,1,9,9
8743,1946,11,7,3,11,5,11,2,10,9
8744,1946,11,8,3,11,6,12,3,11,10
8745,1946,11,9,3,11,6,12,4,12,10
8746,1946,11,10,3,11,6,12,5,1,10
8747,1946,11,11,3,11,6,12,6,2,10
8748,1946,11,12,3,11,6,12,7,3,10
8749,1946,11,13,3,11,6,12,8,4,10
8750,1946,11,14,3,11,6,12,9,5,10
8751,1946,11,15,3,11,6,12,10,6,10
8752,1946,11,16,3,11,6,12,1,7,10
8753,1946,11,17,3,11,6,12,2,8,10
8754,1946,11,18,3,11,6,12,3,9,10
8755,1946,11,19,3,11,6,12,4,10,10
8756,1946,11,20,3,11,6,12,5,11,10
8757,1946,11,21,3,11,6,12,6,12,10
8758,1946,11,22,3,11,6,12,7,1,10
8759,1946,11,23,3,11,6,12,8,2,10
8760,1946,11,24,3,11,6,12,9,3,10
8761,1946,11,25,3,11,6,12,10,4,10
8762,1946,11,26,3,11,6,12,1,5,10
8763,1946,11,27,3,11,6,12,2,6,10
8764,1946,11,28,3,11,6,12,3,7,10
8765,1946,11,29,3,11,6,12,4,8,10
8766,1946,11,30,3,11,6,12,5,9,10
8767,1946,12,1,3,11,6,12,6,10,10
8768,1946,12,2,3,11,6,12,7,11,10
8769,1946,12,3,3,11,6,12,8,12,10
8770,1946,12,4,3,11,6,12,9,1,10
8771,1946,12,5,3,11,6,12,10,2,10
8772,1946,12,6,3,11,6,12,1,3,10
8773,1946,12,7,3,11,6,12,2,4,10
8774,1946,12,8,3,11,7,1,3,5,11
8775,1946,12,9,3,11,7,1,4,6,11
8776,1946,12,10,3,11,7,1,5,7,11
8777,1946,12,11,3,11,7,1,6,8,11
8778,1946,12,12,3,11,7,1,7,9,11
8779,1946,12,13,3,11,7,1,8,10,11
8780,1946,12,14,3,11,7,1,9,11,11
8781,1946,12,15,3,11,7,1,10,12,11
8782,1946,12,16,3,11,7,1,1,1,11
8783,1946,12,17,3,11,7,1,2,2,11
8784,1946,12,18,3,11,7,1,3,3,11
8785,1946,12,19,3,11,7,1,4,4,11
8786,1946,12,20,3,11,7,1,5,5,11
8787,1946,12,21,3,11,7,1,6,6,11
8788,1946,12,22,3,11,7,1,7,7,11
8789,1946,12,23,3,11,7,1,8,8,11
8790,1946,12,24,3,11,7,1,9,9,11
8791,1946,12,25,3,11,7,1,10,10,11
8792,1946,12,26,3,11,7,1,1,11,11
8793,1946,12,27,3,11,7,1,2,12,11
8794,1946,12,28,3,11,7,1,3,1,11
8795,1946,12,29,3,11,7,1,4,2,11
8796,1946,12,30,3,11,7,1,5,3,11
8797,1946,12,31,3,11,7,1,6,4,11
8798,1947,1,1,3,11,7,1,7,5,11
8799,1947,1,2,3,11,7,1,8,6,11
8800,1947,1,3,3,11,7,1,9,7,11
8801,1947,1,4,3,11,7,1,10,8,11
8802,1947,1,5,3,11,7,1,1,9,11
8803,1947,1,6,3,11,8,2,2,10,12
8804,1947,1,7,3,11,8,2,3,11,12
8805,1947,1,8,3,11,8,2,4,12,12
8806,1947,1,9,3,11,8,2,5,1,12
8807,1947,1,10,3,11,8,2,6,2,12
8808,1947,1,11,3,11,8,2,7,3,12
8809,1947,1,12,3,11,8,2,8,4,12
8810,1947,1,13,3,11,8,2,9,5,12
8811,1947,1,14,3,11,8,2,10,6,12
8812,1947,1,15,3,11,8,2,1,7,12
8813,1947,1,16,3,11,8,2,2,8,12
8814,1947,1,17,3,11,8,2,3,9,12
8815,1947,1,18,3,11,8,2,4,10,12
8816,1947,1,19,3,11,8,2,5,11,12
8817,1947,1,20,3,11,8,2,6,12,12
8818,1947,1,21,3,11,8,2,7,1,12
8819,1947,1,22,3,11,8,2,8,2,12
8820,1947,1,23,3,11,8,2,9,3,12
8821,1947,1,24,3,11,8,2,10,4,12
8822,1947,1,25,3,11,8,2,1,5,12
8823,1947,1,26,3,11,8,2,2,6,12
8824,1947,1,27,3,11,8,2,3,7,12
8825,1947,1,28,3,11,8,2,4,8,12
8826,1947,1,29,3,11,8,2,5,9,12
8827,1947,1,30,3,11,8,2,6,10,12
8828,1947,1,31,3,11,8,2,7,11,12
8829,1947,2,1,3,11,8,2,8,12,12
8830,1947,2,2,3,11,8,2,9,1,12
8831,1947,2,3,3,11,8,2,10,2,12
8832,1947,2,4,4,12,9,3,1,3,1
8833,1947,2,5,4,12,9,3,2,4,1
8834,1947,2,6,4,12,9,3,3,5,1
8835,1947,2,7,4,12,9,3,4,6,1
8836,1947,2,8,4,12,9,3,5,7,1
8837,1947,2,9,4,12,9,3,6,8,1
8838,1947,2,10,4,12,9,3,7,9,1
8839,1947,2,11,4,12,9,3,8,10,1
8840,1947,2,12,4,12,9,3,9,11,1
8841,1947,2,13,4,12,9,3,10,12,1
8842,1947,2,14,4,12,9,3,1,1,1
8843,1947,2,15,4,12,9,3,2,2,1
8844,1947,2,16,4,12,9,3,3,3,1
8845,1947,2,17,4,12,9,3,4,4,1
8846,1947,2,18,4,12,9,3,5,5,1
8847,1947,2,19,4,12,9,3,6,6,1
8848,1947,2,20,4,12,9,3,7,7,1
8849,1947,2,21,4,12,9,3,8,8,1
8850,1947,2,22,4,12,9,3,9,9,1
8851,1947,2,23,4,12,9,3,10,10,1
8852,1947,2,24,4,12,9,3,1,11,1
8853,1947,2,25,4,12,9,3,2,12,1
8854,1947,2,26,4,12,9,3,3,1,1
8855,1947,2,27,4,12,9,3,4,2,1
8856,1947,2,28,4,12,9,3,5,3,1
8857,1947,3,1,4,12,9,3,6,4,1
8858,1947,3,2,4,12,9,3,7,5,1
8859,1947,3,3,4,12,9,3,8,6,1
8860,1947,3,4,4,12,9,3,9,7,1
8861,1947,3,5,4,12,9,3,10,8,1
8862,1947,3,6,4,12,10,4,1,9,2
8863,1947,3,7,4,12,10,4,2,10,2
8864,1947,3,8,4,12,10,4,3,11,2
8865,1947,3,9,4,12,10,4,4,12,2
8866,1947,3,10,4,12,10,4,5,1,2
8867,1947,3,11,4,12,10,4,6,2,2
8868,1947,3,12,4,12,10,4,7,3,2
8869,1947,3,13,4,12,10,4,8,4,2
8870,1947,3,14,4,12,10,4,9,5,2
8871,1947,3,15,4,12,10,4,10,6,2
8872,1947,3,16,4,12,10,4,1,7,2
8873,1947,3,17,4,12,10,4,2,8,2
8874,1947,3,18,4,12,10,4,3,9,2
8875,1947,3,19,4,12,10,4,4,10,2
8876,1947,3,20,4,12,10,4,5,11,2
8877,1947,3,21,4,12,10,4,6,12,2
8878,1947,3,22,4,12,10,4,7,1,2
8879,1947,3,23,4,12,10,4,8,2,2
8880,1947,3,24,4,12,10,4,9,3,2
8881,1947,3,25,4,12,10,4,10,4,2
8882,1947,3,26,4,12,10,4,1,5,2
8883,1947,3,27,4,12,10,4,2,6,2
8884,1947,3,28,4,12,10,4,3,7,2
8885,1947,3,29,4,12,10,4,4,8,2
8886,1947,3,30,4,12,10,4,5,9,2
8887,1947,3,31,4,12,10,4,6,10,2
8888,1947,4,1,4,12,10,4,7,11,2
8889,1947,4,2,4,12,10,4,8,12,2
8890,1947,4,3,4,12,10,4,9,1,2
8891,1947,4,4,4,12,10,4,10,2,2
8892,1947,4,5,4,12,1,5,1,3,3
8893,1947,4,6,4,12,1,5,2,4,3
8894,1947,4,7,4,12,1,5,3,5,3
8895,1947,4,8,4,12,1,5,4,6,3
8896,1947,4,9,4,12,1,5,5,7,3
8897,1947,4,10,4,12,1,5,6,8,3
8898,1947,4,11,4,12,1,5,7,9,3
8899,1947,4,12,4,12,1,5,8,10,3
8900,1947,4,13,4,12,1,5,9,11,3
8901,1947,4,14,4,12,1,5,10,12,3
8902,1947,4,15,4,12,1,5,1,1,3
8903,1947,4,16,4,12,1,5,2,2,3
8904,1947,4,17,4,12,1,5,3,3,3
8905,1947,4,18,4,12,1,5,4,4,3
8906,1947,4,19,4,12,1,5,5,5,3
8907,1947,4,20,4,12,1,5,6,6,3
8908,1947,4,21,4,12,1,5,7,7,3
8909,1947,4,22,4,12,1,5,8,8,3
8910,1947,4,23,4,12,1,5,9,9,3
8911,1947,4,24,4,12,1,5,10,10,3
8912,1947,4,25,4,12,1,5,1,11,3
8913,1947,4,26,4,12,1,5,2,12,3
8914,1947,4,27,4,12,1,5,3,1,3
8915,1947,4,28,4,12,1,5,4,2,3
8916,1947,4,29,4,12,1,5,5,3,3
8917,1947,4,30,4,12,1,5,6,4,3
8918,1947,5,1,4,12,1,5,7,5,3
8919,1947,5,2,4,12,1,5,8,6,3
8920,1947,5,3,4,12,1,5,9,7,3
8921,1947,5,4,4,12,1,5,10,8,3
8922,1947,5,5,4,12,1,5,1,9,3
8923,1947,5,6,4,12,2,6,2,10,4
8924,1947,5,7,4,12,2,6,3,11,4
8925,1947,5,8,4,12,2,6,4,12,4
8926,1947,5,9,4,12,2,6,5,1,4
8927,1947,5,10,4,12,2,6,6,2,4
8928,1947,5,11,4,12,2,6,7,3,4
8929,1947,5,12,4,12,2,6,8,4,4
8930,1947,5,13,4,12,2,6,9,5,4
8931,1947,5,14,4,12,2,6,10,6,4
8932,1947,5,15,4,12,2,6,1,7,4
8933,1947,5,16,4,12,2,6,2,8,4
8934,1947,5,17,4,12,2,6,3,9,4
8935,1947,5,18,4,12,2,6,4,10,4
8936,1947,5,19,4,12,2,6,5,11,4
8937,1947,5,20,4,12,2,6,6,12,4
8938,1947,5,21,4,12,2,6,7,1,4
8939,1947,5,22,4,12,2,6,8,2,4
8940,1947,5,23,4,12,2,6,9,3,4
8941,1947,5,24,4,12,2,6,10,4,4
8942,1947,5,25,4,12,2,6,1,5,4
8943,1947,5,26,4,12,2,6,2,6,4
8944,1947,5,27,4,12,2,6,3,7,4
8945,1947,5,28,4,12,2,6,4,8,4
8946,1947,5,29,4,12,2,6,5,9,4
8947,1947,5,30,4,12,2,6,6,10,4
8948,1947,5,31,4,12,2,6,7,11,4
8949,1947,6,1,4,12,2,6,8,12,4
8950,1947,6,2,4,12,2,6,9,1,4
8951,1947,6,3,4,12,2,6,10,2,4
8952,1947,6,4,4,12,2,6,1,3,4
8953,1947,6,5,4,12,2,6,2,4,4
8954,1947,6,6,4,12,3,7,3,5,5
8955,1947,6,7,4,12,3,7,4,6,5
8956,1947,6,8,4,12,3,7,5,7,5
8957,1947,6,9,4,12,3,7,6,8,5
8958,1947,6,10,4,12,3,7,7,9,5
8959,1947,6,11,4,12,3,7,8,10,5
8960,1947,6,12,4,12,3,7,9,11,5
8961,1947,6,13,4,12,3,7,10,12,5
8962,1947,6,14,4,12,3,7,1,1,5
8963,1947,6,15,4,12,3,7,2,2,5
8964,1947,6,16,4,12,3,7,3,3,5
8965,1947,6,17,4,12,3,7,4,4,5
8966,1947,6,18,4,12,3,7,5,5,5
8967,1947,6,19,4,12,3,7,6,6,5
8968,1947,6,20,4,12,3,7,7,7,5
8969,1947,6,21,4,12,3,7,8,8,5
8970,1947,6,22,4,12,3,7,9,9,5
8971,1947,6,23,4,12,3,7,10,10,5
8972,1947,6,24,4,12,3,7,1,11,5
8973,1947,6,25,4,12,3,7,2,12,5
8974,1947,6,26,4,12,3,7,3,1,5
8975,1947,6,27,4,12,3,7,4,2,5
8976,1947,6,28,4,12,3,7,5,3,5
8977,1947,6,29,4,12,3,7,6,4,5
8978,1947,6,30,4,12,3,7,7,5,5
8979,1947,7,1,4,12,3,7,8,6,5
8980,1947,7,2,4,12,3,7,9,7,5
8981,1947,7,3,4,12,3,7,10,8,5
8982,1947,7,4,4,12,3,7,1,9,5
8983,1947,7,5,4,12,3,7,2,10,5
8984,1947,7,6,4,12,3,7,3,11,5
8985,1947,7,7,4,12,3,7,4,12,5
8986,1947,7,8,4,12,4,8,5,1,6
8987,1947,7,9,4,12,4,8,6,2,6
8988,1947,7,10,4,12,4,8,7,3,6
8989,1947,7,11,4,12,4,8,8,4,6
8990,1947,7,12,4,12,4,8,9,5,6
8991,1947,7,13,4,12,4,8,10,6,6
8992,1947,7,14,4,12,4,8,1,7,6
8993,1947,7,15,4,12,4,8,2,8,6
8994,1947,7,16,4,12,4,8,3,9,6
8995,1947,7,17,4,12,4,8,4,10,6
8996,1947,7,18,4,12,4,8,5,11,6
8997,1947,7,19,4,12,4,8,6,12,6
8998,1947,7,20,4,12,4,8,7,1,6
8999,1947,7,21,4,12,4,8,8,2,6
9000,1947,7,22,4,12,4,8,9,3,6
9001,1947,7,23,4,12,4,8,10,4,6
9002,1947,7,24,4,12,4,8,1,5,6
9003,1947,7,25,4,12,4,8,2,6,6
9004,1947,7,26,4,12,4,8,3,7,6
9005,1947,7,27,4,12,4,8,4,8,6
9006,1947,7,28,4,12,4,8,5,9,6
9007,1947,7,29,4,12,4,8,6,10,6
9008,1947,7,30,4,12,4,8,7,11,6
9009,1947,7,31,4,12,4,8,8,12,6
9010,1947,8,1,4,12,4,8,9,1,6
9011,1947,8,2,4,12,4,8,10,2,6
9012,1947,8,3,4,12,4,8,1,3,6
9013,1947,8,4,4,12,4,8,2,4,6
9014,1947,8,5,4,12,4,8,3,5,6
9015,1947,8,6,4,12,4,8,4,6,6
9016,1947,8,7,4,12,4,8,5,7,6
9017,1947,8,8,4,12,5,9,6,8,7
9018,1947,8,9,4,12,5,9,7,9,7
9019,1947,8,10,4,12,5,9,8,10,7
9020,1947,8,11,4,12,5,9,9,11,7
9021,1947,8,12,4,12,5,9,10,12,7
9022,1947,8,13,4,12,5,9,1,1,7
9023,1947,8,14,4,12,5,9,2,2,7
9024,1947,8,15,4,12,5,9,3,3,7
9025,1947,8,16,4,12,5,9,4,4,7
9026,1947,8,17,4,12,5,9,5,5,7
9027,1947,8,18,4,12,5,9,6,6,7
9028,1947,8,19,4,12,5,9,7,7,7
9029,1947,8,20,4,12,5,9,8,8,7
9030,1947,8,21,4,12,5,9,9,9,7
9031,1947,8,22,4,12,5,9,10,10,7
9032,1947,8,23,4,12,5,9,1,11,7
9033,1947,8,24,4,12,5,9,2,12,7
9034,1947,8,25,4,12,5,9,3,1,7
9035,1947,8,26,4,12,5,9,4,2,7
9036,1947,8,27,4,12,5,9,5,3,7
9037,1947,8,28,4,12,5,9,6,4,7
9038,1947,8,29,4,12,5,9,7,5,7
9039,1947,8,30,4,12,5,9,8,6,7
9040,1947,8,31,4,12,5,9,9,7,7
9041,1947,9,1,4,12,5,9,10,8,7
9042,1947,9,2,4,12,5,9,1,9,7
9043,1947,9,3,4,12,5,9,2,10,7
9044,1947,9,4,4,12,5,9,3,11,7
9045,1947,9,5,4,12,5,9,4,12,7
9046,1947,9,6,4,12,5,9,5,1,7
9047,1947,9,7,4,12,5,9,6,2,7
9048,1947,9,8,4,12,6,10,7,3,8
9049,1947,9,9,4,12,6,10,8,4,8
9050,1947,9,10,4,12,6,10,9,5,8
9051,1947,9,11,4,12,6,10,10,6,8
9052,1947,9,12,4,12,6,10,1,7,8
9053,1947,9,13,4,12,6,10,2,8,8
9054,1947,9,14,4,12,6,10,3,9,8
9055,1947,9,15,4,12,6,10,4,10,8
9056,1947,9,16,4,12,6,10,5,11,8
9057,1947,9,17,4,12,6,10,6,12,8
9058,1947,9,18,4,12,6,10,7,1,8
9059,1947,9,19,4,12,6,10,8,2,8
9060,1947,9,20,4,12,6,10,9,3,8
9061,1947,9,21,4,12,6,10,10,4,8
9062,1947,9,22,4,12,6,10,1,5,8
9063,1947,9,23,4,12,6,10,2,6,8
9064,1947,9,24,4,12,6,10,3,7,8
9065,1947,9,25,4,12,6,10,4,8,8
9066,1947,9,26,4,12,6,10,5,9,8
9067,1947,9,27,4,12,6,10,6,10,8
9068,1947,9,28,4,12,6,10,7,11,8
9069,1947,9,29,4,12,6,10,8,12,8
9070,1947,9,30,4,12,6,10,9,1,8
9071,1947,10,1,4,12,6,10,10,2,8
9072,1947,10,2,4,12,6,10,1,3,8
9073,1947,10,3,4,12,6,10,2,4,8
9074,1947,10,4,4,12,6,10,3,5,8
9075,1947,10,5,4,12,6,10,4,6,8
9076,1947,10,6,4,12,6,10,5,7,8
9077,1947,10,7,4,12,6,10,6,8,8
9078,1947,10,8,4,12,6,10,7,9,8
9079,1947,10,9,4,12,7,11,8,10,9
9080,1947,10,10,4,12,7,11,9,11,9
9081,1947,10,11,4,12,7,11,10,12,9
9082,1947,10,12,4,12,7,11,1,1,9
9083,1947,10,13,4,12,7,11,2,2,9
9084,1947,10,14,4,12,7,11,3,3,9
9085,1947,10,15,4,12,7,11,4,4,9
9086,1947,10,16,4,12,7,11,5,5,9
9087,1947,10,17,4,12,7,11,6,6,9
9088,1947,10,18,4,12,7,11,7,7,9
9089,1947,10,19,4,12,7,11,8,8,9
9090,1947,10,20,4,12,7,11,9,9,9
9091,1947,10,21,4,12,7,11,10,10,9
9092,1947,10,22,4,12,7,11,1,11,9
9093,1947,10,23,4,12,7,11,2,12,9
9094,1947,10,24,4,12,7,11,3,1,9
9095,1947,10,25,4,12,7,11,4,2,9
9096,1947,10,26,4,12,7,11,5,3,9
9097,1947,10,27,4,12,7,11,6,4,9
9098,1947,10,28,4,12,7,11,7,5,9
9099,1947,10,29,4,12,7,11,8,6,9
9100,1947,10,30,4,12,7,11,9,7,9
9101,1947,10,31,4,12,7,11,10,8,9
9102,1947,11,1,4,12,7,11,1,9,9
9103,1947,11,2,4,12,7,11,2,10,9
9104,1947,11,3,4,12,7,11,3,11,9
9105,1947,11,4,4,12,7,11,4,12,9
9106,1947,11,5,4,12,7,11,5,1,9
9107,1947,11,6,4,12,7,11,6,2,9
9108,1947,11,7,4,12,7,11,7,3,9
9109,1947,11,8,4,12,8,12,8,4,10
9110,1947,11,9,4,12,8,12,9,5,10
9111,1947,11,10,4,12,8,12,10,6,10
9112,1947,11,11,4,12,8,12,1,7,10
9113,1947,11,12,4,12,8,12,2,8,10
9114,1947,11,13,4,12,8,12,3,9,10
9115,1947,11,14,4,12,8,12,4,10,10
9116,1947,11,15,4,12,8,12,5,11,10
9117,1947,11,16,4,12,8,12,6,12,10
9118,1947,11,17,4,12,8,12,7,1,10
9119,1947,11,18,4,12,8,12,8,2,10
9120,1947,11,19,4,12,8,12,9,3,10
9121,1947,11,20,4,12,8,12,10,4,10
9122,1947,11,21,4,12,8,12,1,5,10
9123,1947,11,22,4,12,8,12,2,6,10
9124,1947,11,23,4,12,8,12,3,7,10
9125,1947,11,24,4,12,8,12,4,8,10
9126,1947,11,25,4,12,8,12,5,9,10
9127,1947,11,26,4,12,8,12,6,10,10
9128,1947,11,27,4,12,8,12,7,11,10
9129,1947,11,28,4,12,8,12,8,12,10
9130,1947,11,29,4,12,8,12,9,1,10
9131,1947,11,30,4,12,8,12,10,2,10
9132,1947,12,1,4,12,8,12,1,3,10
9133,1947,12,2,4,12,8,12,2,4,10
9134,1947,12,3,4,12,8,12,3,5,10
9135,1947,12,4,4,12,8,12,4,6,10
9136,1947,12,5,4,12,8,12,5,7,10
9137,1947,12,6,4,12,8,12,6,8,10
9138,1947,12,7,4,12,8,12,7,9,10
9139,1947,12,8,4,12,9,1,8,10,11
9140,1947,12,9,4,12,9,1,9,11,11
9141,1947,12,10,4,12,9,1,10,12,11
9142,1947,12,11,4,12,9,1,1,1,11
9143,1947,12,12,4,12,9,1,2,2,11
9144,1947,12,13,4,12,9,1,3,3,11
9145,1947,12,14,4,12,9,1,4,4,11
9146,1947,12,15,4,12,9,1,5,5,11
9147,1947,12,16,4,12,9,1,6,6,11
9148,1947,12,17,4,12,9,1,7,7,11
9149,1947,12,18,4,12,9,1,8,8,11
9150,1947,12,19,4,12,9,1,9,9,11
9151,1947,12,20,4,12,9,1,10,10,11
9152,1947,12,21,4,12,9,1,1,11,11
9153,1947,12,22,4,12,9,1,2,12,11
9154,1947,12,23,4,12,9,1,3,1,11
9155,1947,12,24,4,12,9,1,4,2,11
9156,1947,12,25,4,12,9,1,5,3,11
9157,1947,12,26,4,12,9,1,6,4,11
9158,1947,12,27,4,12,9,1,7,5,11
9159,1947,12,28,4,12,9,1,8,6,11
9160,1947,12,29,4,12,9,1,9,7,11
9161,1947,12,30,4,12,9,1,10,8,11
9162,1947,12,31,4,12,9,1,1,9,11
9163,1948,1,1,4,12,9,1,2,10,11
9164,1948,1,2,4,12,9,1,3,11,11
9165,1948,1,3,4,12,9,1,4,12,11
9166,1948,1,4,4,12,9,1,5,1,11
9167,1948,1,5,4,12,9,1,6,2,11
9168,1948,1,6,4,12,10,2,7,3,12
9169,1948,1,7,4,12,10,2,8,4,12
9170,1948,1,8,4,12,10,2,9,5,12
9171,1948,1,9,4,12,10,2,10,6,12
9172,1948,1,10,4,12,10,2,1,7,12
9173,1948,1,11,4,12,10,2,2,8,12
9174,1948,1,12,4,12,10,2,3,9,12
9175,1948,1,13,4,12,10,2,4,10,12
9176,1948,1,14,4,12,10,2,5,11,12
9177,1948,1,15,4,12,10,2,6,12,12
9178,1948,1,16,4,12,10,2,7,1,12
9179,1948,1,17,4,12,10,2,8,2,12
9180,1948,1,18,4,12,10,2,9,3,12
9181,1948,1,19,4,12,10,2,10,4,12
9182,1948,1,20,4,12,10,2,1,5,12
9183,1948,1,21,4,12,10,2,2,6,12
9184,1948,1,22,4,12,10,2,3,7,12
9185,1948,1,23,4,12,10,2,4,8,12
9186,1948,1,24,4,12,10,2,5,9,12
9187,1948,1,25,4,12,10,2,6,10,12
9188,1948,1,26,4,12,10,2,7,11,12
9189,1948,1,27,4,12,10,2,8,12,12
9190,1948,1,28,4,12,10,2,9,1,12
9191,1948,1,29,4,12,10,2,10,2,12
9192,1948,1,30,4,12,10,2,1,3,12
9193,1948,1,31,4,12,10,2,2,4,12
9194,1948,2,1,4,12,10,2,3,5,12
9195,1948,2,2,4,12,10,2,4,6,12
9196,1948,2,3,4,12,10,2,5,7,12
9197,1948,2,4,4,12,10,2,6,8,12
9198,1948,2,5,5,1,1,3,7,9,1
9199,1948,2,6,5,1,1,3,8,10,1
9200,1948,2,7,5,1,1,3,9,11,1
9201,1948,2,8,5,1,1,3,10,12,1
9202,1948,2,9,5,1,1,3,1,1,1
9203,1948,2,10,5,1,1,3,2,2,1
9204,1948,2,11,5,1,1,3,3,3,1
9205,1948,2,12,5,1,1,3,4,4,1
9206,1948,2,13,5,1,1,3,5,5,1
9207,1948,2,14,5,1,1,3,6,6,1
9208,1948,2,15,5,1,1,3,7,7,1
9209,1948,2,16,5,1,1,3,8,8,1
9210,1948,2,17,5,1,1,3,9,9,1
9211,1948,2,18,5,1,1,3,10,10,1
9212,1948,2,19,5,1,1,3,1,11,1
9213,1948,2,20,5,1,1,3,2,12,1
9214,1948,2,21,5,1,1,3,3,1,1
9215,1948,2,22,5,1,1,3,4,2,1
9216,1948,2,23,5,1,1,3,5,3,1
9217,1948,2,24,5,1,1,3,6,4,1
9218,1948,2,25,5,1,1,3,7,5,1
9219,1948,2,26,5,1,1,3,8,6,1
9220,1948,2,27,5,1,1,3,9,7,1
9221,1948,2,28,5,1,1,3,10,8,1
9222,1948,2,29,5,1,1,3,1,9,1
9223,1948,3,1,5,1,1,3,2,10,1
9224,1948,3,2,5,1,1,3,3,11,1
9225,1948,3,3,5,1,1,3,4,12,1
9226,1948,3,4,5,1,1,3,5,1,1
9227,1948,3,5,5,1,2,4,6,2,2
9228,1948,3,6,5,1,2,4,7,3,2
9229,1948,3,7,5,1,2,4,8,4,2
9230,1948,3,8,5,1,2,4,9,5,2
9231,1948,3,9,5,1,2,4,10,6,2
9232,1948,3,10,5,1,2,4,1,7,2
9233,1948,3,11,5,1,2,4,2,8,2
9234,1948,3,12,5,1,2,4,3,9,2
9235,1948,3,13,5,1,2,4,4,10,2
9236,1948,3,14,5,1,2,4,5,11,2
9237,1948,3,15,5,1,2,4,6,12,2
9238,1948,3,16,5,1,2,4,7,1,2
9239,1948,3,17,5,1,2,4,8,2,2
9240,1948,3,18,5,1,2,4,9,3,2
9241,1948,3,19,5,1,2,4,10,4,2
9242,1948,3,20,5,1,2,4,1,5,2
9243,1948,3,21,5,1,2,4,2,6,2
