rank,name,country_name,country_id,active,dob,totalPoints,tournamentPoints,rankingPoints,achievementsPoints,tGPoints,tFLPoints,tMPoints,tOPoints,tABPoints,tDTPoints,yearEndRankPoints,bestRankPoints,weeksAtNo1Points,weeksAtEloTopNPoints,bestEloRatingPoints,grandSlamPoints,bigWinsPoints,h2hPoints,recordsPoints,bestSeasonPoints,greatestRivalriesPoints,performancePoints,statisticsPoints,grandSlams,tourFinals,altFinals,masters,olympics,bigTitles,titles,weeksAtNo1,wonLost,bestEloRating,bestEloRatingDate,wonPct
527,Pedro Cachin,Argentina,ARG,true,1995-04-12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23-31,1870,2023-07-24,42.6%
635,Mackenzie Mcdonald,United States,USA,true,1995-04-16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98-111,1944,2023-04-02,46.9%
136,Nick Kyrgios,Australia,AUS,true,1995-04-27,24,23,0,1,7,0,4,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,204-110,2176,2017-05-15,65.0%
323,Lorenzo Sonego,Italy,ITA,true,1995-05-11,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,120-124,1996,2021-05-16,49.2%
366,Laslo Djere,Serbia,SRB,true,1995-06-02,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,129-132,1945,2023-09-11,49.4%
192,Cameron Norrie,United Kingdom,GBR,true,1995-08-23,14,14,0,0,2,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,186-132,2105,2022-09-21,58.5%
397,Yoshihito Nishioka,Japan,JPN,true,1995-09-27,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,114-131,1977,2020-02-24,46.5%
635,Botic Van De Zandschulp,Netherlands,NED,true,1995-10-04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-64,1998,2022-09-24,52.9%
386,Nicolas Jarry,Chile,CHI,true,1995-10-11,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90-84,1992,2023-10-15,51.7%
26,Daniil Medvedev,Russian Federation,RUS,true,1996-02-11,134,97,25,12,29,12,33,0,21,2,11,8,2,4,0,0,5,6,0,0,0,1,0,1,1,0,6,0,8,20,16,329-133,2316,2022-01-31,71.2%
527,Thanasi Kokkinakis,Australia,AUS,true,1996-04-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60-78,1914,2022-05-22,43.5%
136,Matteo Berrettini,Italy,ITA,true,1996-04-12,24,24,0,0,11,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,154-86,2173,2021-09-13,64.2%
480,Christopher Eubanks,United States,USA,true,1996-05-05,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30-43,1932,2023-07-17,41.1%
507,Hyeon Chung,"Korea, Republic of",KOR,true,1996-05-19,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79-69,2049,2018-05-07,53.4%
153,Karen Khachanov,Russian Federation,RUS,true,1996-05-21,21,20,0,1,7,0,7,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,241-177,2137,2018-11-05,57.7%
269,Christian Garin,Chile,CHI,true,1996-05-30,7,7,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,117-108,2010,2021-07-12,52.0%
527,Marc Andrea Huesler,Switzerland,SUI,true,1996-06-24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25-42,1849,2023-01-16,37.3%
397,Tallon Griekspoor,Netherlands,NED,true,1996-07-02,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55-62,1961,2023-08-07,47.0%
184,Borna Coric,Croatia,CRO,true,1996-11-14,15,14,0,1,1,0,8,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,205-174,2102,2019-03-04,54.1%
140,Hubert Hurkacz,Poland,POL,true,1997-02-11,23,22,0,1,2,0,13,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,7,0,169-118,2099,2022-06-20,58.9%
507,Lloyd George Muirhead Harris,South Africa,RSA,true,1997-02-24,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74-79,1988,2021-10-25,48.4%
33,Alexander Zverev,Germany,GER,true,1997-04-20,119,94,14,11,18,16,36,3,21,0,7,5,0,2,0,0,5,4,1,0,0,1,0,0,2,0,5,1,8,21,0,385-175,2303,2021-11-21,68.8%
527,Tim Van Rijthoven,Netherlands,NED,false,1997-04-24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10-10,1870,2022-07-11,50.0%
527,Pedro Martinez Portero,Spain,ESP,true,1997-04-26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50-68,1926,2022-04-17,42.4%
527,Maxime Cressy,United States,USA,true,1997-05-08,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42-54,1928,2023-02-20,43.8%
342,Tommy Paul,United States,USA,true,1997-05-17,5,5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129-103,2066,2023-04-02,55.6%
357,Alexander Bublik,Kazakhstan,KAZ,true,1997-06-17,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,123-123,1968,2023-07-17,50.0%
635,Roman Safiullin,Russian Federation,RUS,true,1997-08-07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32-31,1940,2023-11-06,50.8%
272,Reilly Opelka,United States,USA,false,1997-08-28,7,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,89-83,2033,2022-04-11,51.7%
70,Andrey Rublev,Russian Federation,RUS,true,1997-10-20,54,50,3,1,9,4,13,0,22,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,14,0,285-153,2227,2021-03-08,65.1%
157,Taylor Harry Fritz,United States,USA,true,1997-10-28,20,18,1,1,2,2,6,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,0,226-164,2134,2023-04-16,57.9%
440,Soon Woo Kwon,"Korea, Republic of",KOR,true,1997-12-02,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56-61,1929,2023-01-16,47.9%
219,Frances Tiafoe,United States,USA,true,1998-01-20,11,11,0,0,4,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,172-156,2068,2023-04-10,52.4%
319,Ugo Humbert,France,FRA,true,1998-06-26,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,98-98,2002,2020-11-09,50.0%
49,Stefanos Tsitsipas,Greece,GRE,true,1998-08-12,79,66,8,5,17,7,25,0,17,0,4,3,0,1,0,0,3,2,0,0,0,0,0,0,1,0,2,0,3,10,0,287-141,2258,2021-06-13,67.1%
397,Francisco Cerundolo,Argentina,ARG,true,1998-08-13,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64-58,2014,2023-07-03,52.5%
84,Casper Ruud,Norway,NOR,true,1998-12-22,44,35,8,1,12,5,8,0,10,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,194-111,2163,2022-06-05,63.6%
194,Alex De Minaur,Australia,AUS,true,1999-02-17,14,14,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,187-130,2083,2023-03-06,59.0%
198,Denis Shapovalov,Canada,CAN,true,1999-04-15,14,14,0,0,4,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180-144,2075,2020-01-13,55.6%
380,Alejandro Davidovich Fokina,Spain,ESP,true,1999-06-05,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95-91,1998,2021-06-13,51.1%
635,Tomas Martin Etcheverry,Argentina,ARG,true,1999-07-18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33-43,1932,2023-06-11,43.4%
440,Alexei Popyrin,Australia,AUS,true,1999-08-05,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,64-89,1916,2021-05-09,41.8%
527,Miomir Kecmanovic,Serbia,SRB,true,1999-08-31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115-116,1977,2022-08-08,49.8%
527,Thiago Seyboth Wild,Brazil,BRA,true,2000-03-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12-20,1804,2020-03-02,37.5%
421,Sebastian Korda,United States,USA,true,2000-07-05,3,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89-59,2071,2023-01-30,60.1%
164,Felix Auger Aliassime,Canada,CAN,true,2000-08-08,19,19,0,0,4,1,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,181-120,2140,2022-12-04,60.1%
350,Sebastian Baez,Argentina,ARG,true,2000-12-28,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,56-57,1944,2023-09-11,49.6%
527,Brandon Nakashima,United States,USA,true,2001-08-03,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61-55,1958,2022-09-26,52.6%
95,Jannik Sinner,Italy,ITA,true,2001-08-16,39,34,4,1,6,5,10,0,13,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,0,181-73,2256,2023-11-19,71.3%
635,Jiri Lehecka,Czech Republic,CZE,true,2001-11-08,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37-43,1962,2023-07-17,46.3%
527,Juan Manuel Cerundolo,Argentina,ARG,true,2001-11-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16-19,1807,2022-01-10,45.7%
397,Lorenzo Musetti,Italy,ITA,true,2002-03-03,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,89-77,1999,2023-08-20,53.6%
342,Ben Shelton,United States,USA,true,2002-10-09,5,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28-27,1989,2023-10-23,50.9%
163,Holger Vitus Nodskov Rune,Denmark,DEN,true,2003-04-29,19,16,2,1,3,1,8,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,91-59,2146,2023-07-17,60.7%
42,Carlos Alcaraz Garfia,Spain,ESP,true,2003-05-05,91,56,27,8,22,2,20,0,12,0,13,8,4,2,0,0,3,4,1,0,0,0,0,2,0,0,4,0,6,12,36,149-43,2344,2023-07-17,77.6%
