name,ID,HS_Hour,EB_Hour,HS_Day,HS_Month,EB_Month,HS_Year,EB_Year,EB_Hour_eng,EB_Day,EB_Day_eng,EB_Month_eng,EB_Year_eng,Season,Element,kin_tone,kin_seal,kin_number,guide_seal,guide_tone,analogue_seal,analogue_tone,antipode_seal,antipode_tone,occult_seal,occult_tone,tribe,a_tribe,sun,moon,ascendant
"Jordi Arrese",260,N/A,N/A,"yang metal","yang water","yang metal","yang wood","yang earth",N/A,"yang earth",dog,monkey,dragon,"Early Autumn",earth,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Vir 06 09 29","Tau 24 35 54","Sag 09 23 57"
"Martin Jaite",261,N/A,N/A,"yin metal","yang wood","yang earth","yang wood","yang earth",N/A,"yin wood",rabbit,dog,dragon,"Late Autumn",neutral,galactic,wizard,34,mirror,galactic,snake,galactic,seed,galactic,hand,rhythmic,red,white,"Lib 16 13 14","Sag 00 29 10","Cap 16 43 18"
"Jakob Hlasek",262,N/A,N/A,"yin wood","yin wood","yin water","yang wood","yang earth",N/A,"yin earth",ox,pig,dragon,"Early Winter",neutral,electric,star,68,human,electric,monkey,electric,mirror,electric,skyWalker,spectral,blue,yellow,"Sco 20 08 31","Aqu 19 59 06","Aqu 19 13 12"
"Ronald Agenor",263,N/A,N/A,"yang fire","yin wood","yin water","yang wood","yang earth",N/A,"yang wood",tiger,pig,dragon,"Early Winter",wood,selfexisting,moon,69,snake,selfexisting,dog,selfexisting,storm,selfexisting,human,planetary,white,red,"Sco 21 08 55","Pis 02 21 36","Aqu 20 13 24"
"Guy Forget",264,N/A,N/A,"yang earth","yang fire","yang water","yang wood","yang earth",N/A,"yang fire",horse,rat,dragon,"Mid Winter",neutral,selfexisting,dragon,121,earth,selfexisting,mirror,selfexisting,monkey,selfexisting,sun,planetary,white,red,"Cap 13 56 11","Aqu 01 26 59","Ari 15 04 40"
"Peter Lundgren",265,N/A,N/A,"yin water","yin fire","yin earth","yang wood","yang earth",N/A,"yin earth",sheep,ox,dragon,"Late Winter",earth,electric,worldBridger,146,dog,electric,skyWalker,electric,warrior,electric,eagle,spectral,red,white,"Aqu 09 23 03","Cap 04 43 43","Tau 10 57 02"
"Eric Jelen",266,N/A,N/A,"yang wood","yin earth","yin wood","yin wood","yin fire",N/A,"yang water",rat,rabbit,snake,"Mid Spring",wood,overtone,hand,187,eagle,overtone,human,overtone,earth,overtone,wizard,solar,yellow,blue,"Pis 20 42 25","Can 00 33 39","Gem 19 49 46"
"Marian Vajda",267,N/A,N/A,"yin fire","yin earth","yin wood","yin wood","yin fire",N/A,"yin earth",ox,rabbit,snake,"Mid Spring",neutral,overtone,sun,200,star,overtone,storm,overtone,dog,overtone,dragon,solar,blue,yellow,"Ari 03 38 01","Sag 27 28 04","Can 01 36 18"
"Karel Novacek",268,N/A,N/A,"yin water","yin earth","yin wood","yin wood","yin fire",N/A,"yin earth",sheep,rabbit,snake,"Mid Spring",neutral,spectral,worldBridger,206,worldBridger,spectral,skyWalker,spectral,warrior,spectral,eagle,electric,red,white,"Ari 09 34 13","Pis 09 35 21","Can 07 02 14"
"Paolo Cane",269,N/A,N/A,"yin water","yang metal","yang earth","yin wood","yin fire",N/A,"yin fire",snake,dragon,snake,"Late Spring",fire,galactic,warrior,216,sun,galactic,night,galactic,worldBridger,galactic,snake,rhythmic,blue,yellow,"Ari 19 25 14","Can 25 38 22","Can 16 09 06"
"Patrick Baur",270,N/A,N/A,"yin fire","yang metal","yang earth","yin wood","yin fire",N/A,"yin fire",snake,dragon,snake,"Late Spring",fire,rhythmic,sun,240,sun,rhythmic,storm,rhythmic,dog,rhythmic,dragon,galactic,blue,yellow,"Tau 12 49 54","Gem 09 15 28","Leo 08 44 43"
"Pat Cash",271,N/A,N/A,"yin metal","yin metal","yin fire","yin wood","yin fire",N/A,"yin fire",snake,snake,snake,"Early Summer",fire,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Gem 05 58 18","Ari 21 38 45","Vir 02 52 43"
"Emilio Sanchez",272,N/A,N/A,"yin water","yin metal","yin fire","yin wood","yin fire",N/A,"yin earth",sheep,snake,snake,"Early Summer",fire,rhythmic,worldBridger,6,worldBridger,rhythmic,skyWalker,rhythmic,warrior,rhythmic,eagle,galactic,red,white,"Gem 07 53 28","Tau 19 16 38","Vir 04 57 41"
"Jonathan Canter",273,N/A,N/A,"yin earth","yin metal","yin fire","yin wood","yin fire",N/A,"yin earth",ox,snake,snake,"Early Summer",fire,crystal,human,12,seed,crystal,hand,crystal,wind,crystal,moon,lunar,blue,yellow,"Gem 13 38 33","Leo 17 08 29","Vir 11 15 54"
"Claudio Mezzadri",274,N/A,N/A,"yin wood","yang water","yang fire","yin wood","yin fire",N/A,"yin earth",sheep,horse,snake,"Mid Summer",fire,overtone,mirror,18,worldBridger,overtone,dragon,overtone,star,overtone,night,solar,red,white,"Gem 19 22 55","Sco 08 30 04","Vir 17 38 12"
"Gianluca Pozzi",275,N/A,N/A,"yang water","yang water","yang fire","yin wood","yin fire",N/A,"yang wood",tiger,horse,snake,"Mid Summer",fire,crystal,snake,25,earth,crystal,wizard,crystal,eagle,crystal,warrior,lunar,white,red,"Gem 26 03 60","Aqu 03 31 27","Vir 25 07 44"
"Simon Youl",276,N/A,N/A,"yang fire","yang water","yang fire","yin wood","yin fire",N/A,"yang earth",dragon,horse,snake,"Mid Summer",fire,cosmic,storm,39,night,cosmic,sun,cosmic,moon,cosmic,wind,magnetic,yellow,blue,"Can 09 25 25","Leo 11 56 50","Lib 10 09 05"
"Pieter Aldrich",277,N/A,N/A,"yang wood","yang wood","yang metal","yin wood","yin fire",N/A,"yang water",rat,monkey,snake,"Early Autumn",wood,electric,hand,107,monkey,electric,human,electric,earth,electric,wizard,spectral,yellow,blue,"Vir 14 38 39","Aqu 06 08 24","Sag 17 26 32"
"Mark Woodforde",278,N/A,N/A,"yang metal","yin wood","yin metal","yin wood","yin fire",N/A,"yang earth",dragon,rooster,snake,"Mid Autumn",metal,rhythmic,night,123,night,rhythmic,warrior,rhythmic,skyWalker,rhythmic,mirror,galactic,yellow,blue,"Lib 00 14 27","Vir 07 43 48","Cap 01 56 52"
"Darren Cahill",279,N/A,N/A,"yin earth","yin wood","yin metal","yin wood","yin fire",N/A,"yin earth",ox,rooster,snake,"Mid Autumn",earth,lunar,human,132,seed,lunar,hand,lunar,wind,lunar,moon,crystal,blue,yellow,"Lib 09 04 41","Cap 08 47 37","Cap 10 06 20"
"Richey Reneberg",280,N/A,N/A,"yang water","yin wood","yin metal","yin wood","yin fire",N/A,"yang earth",dragon,rooster,snake,"Mid Autumn",neutral,overtone,eagle,135,night,overtone,seed,overtone,snake,overtone,worldBridger,solar,yellow,blue,"Lib 12 01 59","Aqu 14 25 48","Cap 12 50 19"
"Amos Mansdorf",281,N/A,N/A,"yin fire","yang fire","yang earth","yin wood","yin fire",N/A,"yin earth",sheep,dog,snake,"Late Autumn",neutral,resonant,dog,150,wind,resonant,moon,resonant,sun,resonant,monkey,resonant,red,white,"Lib 26 52 56","Vir 02 51 58","Cap 26 42 12"
"Derrick Rostagno",282,N/A,N/A,"yang water","yang fire","yang earth","yin wood","yin fire",N/A,"yang water",rat,dog,snake,"Late Autumn",neutral,crystal,eagle,155,hand,crystal,seed,crystal,snake,crystal,worldBridger,lunar,yellow,blue,"Sco 01 51 45","Sco 13 20 39","Aqu 01 25 31"
"Bryan Shelton",283,N/A,N/A,"yang metal","yang earth","yang water","yin wood","yin fire",N/A,"yang earth",dog,rat,snake,"Mid Winter",earth,overtone,skyWalker,213,dragon,overtone,worldBridger,overtone,night,overtone,star,solar,white,red,"Cap 00 26 18","Sag 26 10 06","Ari 00 54 22"
"Stefan Edberg",284,N/A,N/A,"yang earth","yin earth","yin earth","yin wood","yin fire",N/A,"yang wood",tiger,ox,snake,"Late Winter",earth,resonant,dragon,241,skyWalker,resonant,mirror,resonant,monkey,resonant,sun,resonant,white,red,"Cap 28 58 05","Cap 05 11 59","Tau 00 32 39"
"Andrei Chesnokov",285,N/A,N/A,"yang water","yin earth","yin earth","yin wood","yin fire",N/A,"yang earth",dragon,ox,snake,"Late Winter",earth,galactic,eagle,255,storm,galactic,seed,galactic,snake,galactic,worldBridger,rhythmic,yellow,blue,"Aqu 13 11 56","Gem 28 59 33","Tau 14 41 35"
"Nicklas Kroon",286,N/A,N/A,"yin wood","yang metal","yang wood","yang fire","yang fire",N/A,"yin earth",sheep,tiger,horse,"Early Spring",neutral,spectral,mirror,258,mirror,spectral,dragon,spectral,star,spectral,night,electric,red,white,"Aqu 16 14 24","Leo 13 52 09","Tau 17 39 02"
"Alex Antonitsch",287,N/A,N/A,"yang earth","yang metal","yang wood","yang fire","yang fire",N/A,"yang earth",dog,tiger,horse,"Early Spring",neutral,magnetic,dragon,1,dragon,magnetic,mirror,magnetic,monkey,magnetic,sun,cosmic,white,red,"Aqu 19 16 41","Vir 29 29 09","Tau 20 34 55"
"Patrik Kuhnen",288,N/A,N/A,"yin metal","yang metal","yang wood","yang fire","yang fire",N/A,"yin earth",ox,tiger,horse,"Early Spring",fire,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Aqu 22 18 48","Sco 11 43 57","Tau 23 29 16"
"Paul Haarhuis",289,N/A,N/A,"yin earth","yang metal","yang wood","yang fire","yang fire",N/A,"yin metal",rooster,tiger,horse,"Early Spring",neutral,crystal,human,12,seed,crystal,hand,crystal,wind,crystal,moon,lunar,blue,yellow,"Pis 00 23 38","Aqu 20 04 18","Gem 01 07 11"
"Brad Pearce",290,N/A,N/A,"yin earth","yin metal","yin wood","yang fire","yang fire",N/A,"yin wood",rabbit,rabbit,horse,"Mid Spring",wood,electric,wind,42,worldBridger,electric,earth,electric,human,electric,storm,spectral,red,white,"Ari 00 25 08","Pis 22 42 15","Gem 28 40 25"
"Andrei Olhovskiy",291,N/A,N/A,"yang wood","yang water","yang earth","yang fire","yang fire",N/A,"yang earth",dragon,dragon,horse,"Late Spring",earth,lunar,hand,67,storm,lunar,human,lunar,earth,lunar,wizard,crystal,yellow,blue,"Ari 25 03 46","Aqu 25 26 38","Can 21 27 40"
"Patrick McEnroe",292,N/A,N/A,"yin metal","yang wood","yang fire","yang fire","yang fire",N/A,"yin metal",rooster,horse,horse,"Mid Summer",fire,magnetic,seed,144,seed,magnetic,eagle,magnetic,wizard,magnetic,earth,cosmic,blue,yellow,"Can 09 11 49","Sag 23 39 46","Lib 09 53 35"
"Horacio De La Pena",293,N/A,N/A,"yang water","yin wood","yin earth","yang fire","yang fire",N/A,"yang earth",dragon,sheep,horse,"Late Summer",earth,rhythmic,eagle,175,eagle,rhythmic,seed,rhythmic,snake,rhythmic,worldBridger,galactic,yellow,blue,"Leo 08 47 04","Aqu 10 08 30","Sco 12 05 17"
"Thierry Champion",294,N/A,N/A,"yang water","yang fire","yang metal","yang fire","yang fire",N/A,"yang earth",dog,monkey,horse,"Early Autumn",fire,planetary,snake,205,skyWalker,planetary,wizard,planetary,eagle,planetary,warrior,selfexisting,white,red,"Vir 07 37 51","Pis 12 59 02","Sag 10 48 03"
"Jonas Svensson",295,N/A,N/A,"yin water","yang earth","yang earth","yang fire","yang fire",N/A,"yin earth",ox,dog,horse,"Late Autumn",earth,solar,warrior,256,human,solar,night,solar,worldBridger,solar,snake,overtone,blue,yellow,"Lib 27 38 33","Aqu 00 40 45","Cap 27 24 57"
"Jay Berger",296,N/A,N/A,"yin earth","yin earth","yin water","yang fire","yang fire",N/A,"yin earth",ox,pig,horse,"Early Winter",earth,rhythmic,human,32,human,rhythmic,hand,rhythmic,wind,rhythmic,moon,galactic,blue,yellow,"Sag 03 46 52","Tau 15 03 29","Pis 03 01 18"
"Robbie Weiss",297,N/A,N/A,"yang wood","yin earth","yin water","yang fire","yang fire",N/A,"yang fire",horse,pig,horse,"Early Winter",fire,spectral,earth,37,earth,spectral,wind,spectral,hand,spectral,seed,electric,white,red,"Sag 08 50 37","Can 20 17 32","Pis 08 14 54"
"Javier Frana",298,N/A,N/A,"yang earth","yang metal","yang water","yang fire","yang fire",N/A,"yang fire",horse,rat,horse,"Mid Winter",fire,solar,dragon,61,earth,solar,mirror,solar,monkey,solar,sun,overtone,white,red,"Cap 03 14 51","Gem 05 45 42","Ari 03 52 08"
"Magnus Gustafsson",299,N/A,N/A,"yin fire","yang metal","yang water","yang fire","yang fire",N/A,"yin wood",rabbit,rat,horse,"Mid Winter",fire,overtone,dog,70,mirror,overtone,moon,overtone,sun,overtone,monkey,solar,red,white,"Cap 12 25 03","Lib 11 09 27","Ari 13 29 60"
"Ulf Stenlund",300,N/A,N/A,"yin wood","yin metal","yin earth","yang fire","yang fire",N/A,"yin metal",rooster,ox,horse,"Late Winter",neutral,planetary,star,88,warrior,planetary,monkey,planetary,mirror,planetary,skyWalker,selfexisting,blue,yellow,"Aqu 00 45 28","Gem 00 42 53","Tau 02 21 09"
"Alexander Volkov",301,N/A,N/A,"yang fire","yang water","yang wood","yin fire","yin earth",N/A,"yang wood",tiger,tiger,sheep,"Early Spring",wood,crystal,moon,129,dragon,crystal,dog,crystal,storm,crystal,human,lunar,white,red,"Pis 12 12 54","Sag 13 41 00","Gem 12 04 19"
"Olivier Delaitre",302,N/A,N/A,"yang fire","yin wood","yin fire","yin fire","yin earth",N/A,"yang metal",monkey,snake,sheep,"Early Summer",fire,spectral,storm,219,storm,spectral,sun,spectral,moon,spectral,wind,electric,yellow,blue,"Gem 10 18 22","Pis 25 59 35","Vir 07 35 48"
"Christian Miniussi",303,N/A,N/A,"yang metal","yang fire","yang fire","yin fire","yin earth",N/A,"yang fire",horse,horse,sheep,"Mid Summer",fire,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Can 12 46 44","Gem 16 15 15","Lib 13 54 14"
"Leonardo Lavalle",304,N/A,N/A,"yin earth","yin fire","yin earth","yin fire","yin earth",N/A,"yin wood",rabbit,sheep,sheep,"Late Summer",earth,lunar,wind,2,wizard,lunar,earth,lunar,human,lunar,storm,crystal,red,white,"Can 21 21 48","Lib 19 13 57","Lib 23 24 49"
"Christian Bergstrom",305,N/A,N/A,"yang wood","yin fire","yin earth","yin fire","yin earth",N/A,"yang metal",monkey,sheep,sheep,"Late Summer",earth,resonant,hand,7,storm,resonant,human,resonant,earth,resonant,wizard,resonant,yellow,blue,"Can 26 07 58","Sag 29 25 59","Lib 28 37 17"
"Aaron Krickstein",306,N/A,N/A,"yang earth","yin fire","yin earth","yin fire","yin earth",N/A,"yang earth",dog,sheep,sheep,"Late Summer",earth,galactic,dragon,21,snake,galactic,mirror,galactic,monkey,galactic,sun,rhythmic,white,red,"Leo 09 30 28","Gem 24 21 49","Sco 12 50 40"
"Marcelo Filippini",307,N/A,N/A,"yang metal","yin fire","yin earth","yin fire","yin earth",N/A,"yang water",rat,sheep,sheep,"Late Summer",earth,planetary,night,23,monkey,planetary,warrior,planetary,skyWalker,planetary,mirror,selfexisting,yellow,blue,"Leo 11 25 22","Can 20 39 20","Sco 14 49 48"
"Claudio Pistolesi",308,N/A,N/A,"yin metal","yang earth","yang metal","yin fire","yin earth",N/A,"yin metal",rooster,monkey,sheep,"Early Autumn",metal,overtone,seed,44,human,overtone,eagle,overtone,wizard,overtone,earth,solar,blue,yellow,"Vir 01 35 54","Tau 01 47 27","Sag 05 00 23"
"Carl Uwe Steeb",309,N/A,N/A,"yang earth","yang earth","yang metal","yin fire","yin earth",N/A,"yang earth",dragon,monkey,sheep,"Early Autumn",earth,crystal,monkey,51,night,crystal,star,crystal,dragon,crystal,dog,lunar,yellow,blue,"Vir 08 21 44","Can 28 46 59","Sag 11 30 02"
"Thomas Muster",310,N/A,N/A,"yin earth","yin earth","yin metal","yin fire","yin earth",N/A,"yin water",pig,rooster,sheep,"Mid Autumn",earth,selfexisting,wind,82,mirror,selfexisting,earth,selfexisting,human,selfexisting,storm,planetary,red,white,"Lib 08 36 13","Vir 19 41 37","Cap 09 40 01"
"Jaime Yzaga",311,N/A,N/A,"yang metal","yang metal","yang earth","yin fire","yin earth",N/A,"yang metal",monkey,dog,sheep,"Late Autumn",neutral,crystal,night,103,eagle,crystal,warrior,crystal,skyWalker,crystal,mirror,lunar,yellow,blue,"Lib 29 23 20","Gem 24 41 02","Cap 29 04 24"
"Shuzo Matsuoka",312,N/A,N/A,"yang wood","yang metal","yang earth","yin fire","yin earth",N/A,"yang earth",dog,dog,sheep,"Late Autumn",earth,cosmic,earth,117,dragon,cosmic,wind,cosmic,hand,cosmic,seed,magnetic,white,red,"Sco 13 23 05","Cap 11 56 48","Aqu 12 33 00"
"Boris Becker",313,N/A,N/A,"yang metal","yin metal","yin water","yin fire","yin earth",N/A,"yang wood",tiger,pig,sheep,"Early Winter",wood,electric,skyWalker,133,earth,electric,worldBridger,electric,night,electric,star,spectral,white,red,"Sco 29 29 30","Can 29 03 10","Aqu 28 38 13"
"Kent Carlsson",314,N/A,N/A,"yang water","yang water","yang water","yin fire","yin earth",N/A,"yang metal",monkey,rat,sheep,"Mid Winter",water,rhythmic,eagle,175,eagle,rhythmic,seed,rhythmic,snake,rhythmic,worldBridger,galactic,yellow,blue,"Cap 12 10 40","Aqu 25 17 59","Ari 13 14 36"
"Dimitri Poliakov",315,N/A,N/A,"yang earth","yin water","yin earth","yin fire","yin earth",N/A,"yang water",rat,ox,sheep,"Late Winter",earth,solar,monkey,191,hand,solar,star,solar,dragon,solar,dog,overtone,yellow,blue,"Cap 28 28 40","Vir 15 47 16","Tau 00 02 50"
"Petr Korda",316,N/A,N/A,"yang water","yin water","yin earth","yin fire","yin earth",N/A,"yang earth",dragon,ox,sheep,"Late Winter",earth,cosmic,eagle,195,storm,cosmic,seed,cosmic,snake,cosmic,worldBridger,magnetic,yellow,blue,"Aqu 02 32 52","Sco 11 27 45","Tau 04 09 08"
"Javier Sanchez",317,N/A,N/A,"yin metal","yin water","yin earth","yin fire","yin earth",N/A,"yin earth",ox,ox,sheep,"Late Winter",earth,solar,seed,204,sun,solar,eagle,solar,wizard,solar,earth,overtone,blue,yellow,"Aqu 11 41 49","Pis 16 03 15","Tau 13 13 21"
"Mark Koevermans",318,N/A,N/A,"yin water","yin water","yin earth","yin fire","yin earth",N/A,"yin wood",rabbit,ox,sheep,"Late Winter",earth,spectral,worldBridger,206,worldBridger,spectral,skyWalker,spectral,warrior,spectral,eagle,electric,red,white,"Aqu 13 43 36","Ari 10 54 03","Tau 15 12 20"
"Martin Sinner",319,N/A,N/A,"yin fire","yang wood","yang wood","yang earth","yang metal",N/A,"yin earth",sheep,tiger,monkey,"Early Spring",neutral,lunar,dog,210,wind,lunar,moon,lunar,sun,lunar,monkey,crystal,red,white,"Aqu 17 46 56","Tau 28 26 36","Tau 19 08 13"
"Jose Francisco Altur",320,N/A,N/A,"yin water","yin wood","yin wood","yang earth","yang metal",N/A,"yin fire",snake,rabbit,monkey,"Mid Spring",wood,galactic,eagle,255,storm,galactic,seed,galactic,snake,galactic,worldBridger,rhythmic,yellow,blue,"Ari 03 54 43","Aqu 12 00 28","Can 01 51 17"
"Francisco Roig",321,N/A,N/A,"yin metal","yin wood","yin wood","yang earth","yang metal",N/A,"yin earth",ox,rabbit,monkey,"Mid Spring",neutral,electric,night,3,hand,electric,warrior,electric,skyWalker,electric,mirror,spectral,yellow,blue,"Ari 11 49 24","Tau 20 48 51","Can 09 06 11"
"Bernd Karbacher",322,N/A,N/A,"yin water","yin wood","yin wood","yang earth","yang metal",N/A,"yin wood",rabbit,rabbit,monkey,"Mid Spring",wood,overtone,snake,5,skyWalker,overtone,wizard,overtone,eagle,overtone,warrior,solar,white,red,"Ari 13 47 44","Gem 14 27 27","Can 10 55 19"
"Carlos Costa",323,N/A,N/A,"yang water","yang fire","yang earth","yang earth","yang metal",N/A,"yang earth",dog,dragon,monkey,"Late Spring",earth,spectral,seed,24,seed,spectral,eagle,spectral,wizard,spectral,earth,electric,blue,yellow,"Tau 02 24 39","Pis 04 53 37","Can 28 29 17"
"Omar Camporese",324,N/A,N/A,"yang earth","yin fire","yin fire","yang earth","yang metal",N/A,"yang wood",tiger,snake,monkey,"Early Summer",fire,magnetic,sun,40,sun,magnetic,storm,magnetic,dog,magnetic,dragon,cosmic,blue,yellow,"Tau 17 56 44","Vir 22 09 18","Leo 13 54 28"
"Markus Zoecke",325,N/A,N/A,"yang metal","yin fire","yin fire","yang earth","yang metal",N/A,"yang earth",dragon,snake,monkey,"Early Summer",neutral,electric,wind,42,worldBridger,electric,earth,electric,human,electric,storm,spectral,red,white,"Tau 19 52 40","Lib 20 59 27","Leo 15 53 08"
"Christian Saceanu",326,N/A,N/A,"yin earth","yin earth","yin earth","yang earth","yang metal",N/A,"yin wood",rabbit,sheep,monkey,"Late Summer",earth,planetary,dragon,101,moon,planetary,mirror,planetary,monkey,planetary,sun,selfexisting,white,red,"Can 16 21 45","Sag 23 31 17","Lib 17 53 40"
"Tomas Carbonell",327,N/A,N/A,"yin earth","yang metal","yang metal","yang earth","yang metal",N/A,"yin metal",rooster,monkey,monkey,"Early Autumn",metal,magnetic,monkey,131,monkey,magnetic,star,magnetic,dragon,magnetic,dog,cosmic,yellow,blue,"Leo 15 01 19","Aqu 02 01 16","Sco 18 31 50"
"Horst Skoff",328,N/A,N/A,"yang wood","yang metal","yang metal","yang earth","yang metal",N/A,"yang water",rat,monkey,monkey,"Early Autumn",metal,electric,worldBridger,146,dog,electric,skyWalker,electric,warrior,electric,eagle,spectral,red,white,"Leo 29 26 08","Leo 11 19 36","Sag 02 54 24"
"Henrik Holm",329,N/A,N/A,"yang wood","yang metal","yang metal","yang earth","yang metal",N/A,"yang water",rat,monkey,monkey,"Early Autumn",metal,electric,worldBridger,146,dog,electric,skyWalker,electric,warrior,electric,eagle,spectral,red,white,"Leo 29 26 08","Leo 11 19 36","Sag 02 54 24"
"Michael Stich",330,N/A,N/A,"yin metal","yang water","yang earth","yang earth","yang metal",N/A,"yin metal",rooster,dog,monkey,"Late Autumn",metal,galactic,night,203,hand,galactic,warrior,galactic,skyWalker,galactic,mirror,rhythmic,yellow,blue,"Lib 25 10 11","Vir 10 30 35","Cap 25 05 20"
"Francisco Clavet",331,N/A,N/A,"yin fire","yang water","yang earth","yang earth","yang metal",N/A,"yin wood",rabbit,dog,monkey,"Late Autumn",earth,magnetic,moon,209,moon,magnetic,dog,magnetic,storm,magnetic,human,cosmic,white,red,"Sco 01 08 33","Sag 07 07 05","Aqu 00 44 18"
"Jeff Tarango",332,N/A,N/A,"yang wood","yin water","yin water","yang earth","yang metal",N/A,"yang fire",horse,pig,monkey,"Early Winter",water,lunar,warrior,236,star,lunar,night,lunar,worldBridger,lunar,snake,crystal,blue,yellow,"Sco 28 14 22","Sag 00 35 41","Aqu 27 21 47"
"Gilbert Schaller",333,N/A,N/A,"yin metal","yin fire","yin wood","yin earth","yin metal",N/A,"yin wood",rabbit,rabbit,rooster,"Mid Spring",wood,lunar,skyWalker,93,snake,lunar,worldBridger,lunar,night,lunar,star,crystal,white,red,"Pis 26 43 17","Pis 17 51 39","Gem 25 18 19"
